-10,1.8381639609
-9.9,2.1856208738
-9.8,2.7286683471
-9.7,3.6797089161
-9.6,5.7363532621
-9.5,13.3065214909
-9.4,-40.3625762149
-9.3,-8.0350699628
-9.2,-4.4865197424
-9.1,-3.1338299350
-9.0,-2.4264866438
-8.9,-1.9959248942
-8.8,-1.7096437105
-8.7,-1.5083656294
-8.6,-1.3616611542
-8.5,-1.2523683654
-8.4,-1.1701395713
-8.3,-1.1084362896
-8.2,-1.0630036336
-8.1,-1.0310449588
-8.0,-1.0107562184
-7.9,-1.0010597801
-7.8,-1.0014587795
-7.7,-1.0119734330
-7.6,-1.0331435851
-7.5,-1.0660981074
-7.4,-1.1127083473
-7.3,-1.1758665793
-7.2,-1.2599729000
-7.1,-1.3718003715
-7.0,-1.5221010626
-6.9,-1.7287884782
-6.8,-2.0238271194
-6.7,-2.4700511205
-6.6,-3.2098466437
-6.5,-4.6485684981
-6.4,-8.5800671129
-6.3,-59.4745996029
-6.2,12.0352291183
-6.1,5.4896039327
-6.0,3.5788995472
-5.9,2.6746788290
-5.8,2.1523790553
-5.7,1.8159183829
-5.6,1.5841166632
-5.5,1.4173534293
-5.4,1.2940553248
-5.3,1.2015368490
-5.2,1.1319200069
-5.1,1.0801297702
-5.0,1.0428352127
-4.9,1.0178607977
-4.8,1.0038501581
-4.7,1.0000767483
-4.6,1.0063490525
-4.5,1.0229863836
-4.4,1.0508594164
-4.3,1.0915053266
-4.2,1.1473471747
-4.1,1.2220798877
-4.0,1.3213487088
-3.9,1.4539825588
-3.8,1.6343664352
-3.7,1.8873759693
-3.6,2.2597826047
-3.5,2.8507634375
-3.4,3.9132648023
-3.3,6.3393172518
-3.2,17.1308723650
-3.1,-24.0496409215
-3.0,-7.0861673937
-2.9,-4.1797400367
-2.8,-2.9851802203
-2.7,-2.3398387391
-2.6,-1.9398590473
-2.5,-1.6709215456
-2.4,-1.4804655956
-2.3,-1.3410124854
-2.2,-1.2368638813
-2.1,-1.1584675036
-2.0,-1.0997501703
-1.9,-1.0567472338
-1.8,-1.0268546827
-1.7,-1.0084052488
-1.6,-1.0004265789
-1.5,-1.0025113043
-1.4,-1.0147651063
-1.3,-1.0378200457
-1.2,-1.0729163777
-1.1,-1.1220733185
-1.0,-1.1883951058
-0.9,-1.2766062135
-0.8,-1.3940078194
-0.7,-1.5522703270
-0.6,-1.7710321967
-0.5,-2.0858296430
-0.4,-2.5679324556
-0.3,-3.3838633614
-0.2,-5.0334895475
-0.1,-10.0166861363
0.1,10.0166861363
0.2,5.0334895475
0.3,3.3838633614
0.4,2.5679324556
0.5,2.0858296430
0.6,1.7710321967
0.7,1.5522703270
0.8,1.3940078194
0.9,1.2766062135
1.0,1.1883951058
1.1,1.1220733185
1.2,1.0729163777
1.3,1.0378200457
1.4,1.0147651063
1.5,1.0025113043
1.6,1.0004265789
1.7,1.0084052488
1.8,1.0268546827
1.9,1.0567472338
2.0,1.0997501703
2.1,1.1584675036
2.2,1.2368638813
2.3,1.3410124854
2.4,1.4804655956
2.5,1.6709215456
2.6,1.9398590473
2.7,2.3398387391
2.8,2.9851802203
2.9,4.1797400367
3.0,7.0861673937
3.1,24.0496409215
3.2,-17.1308723650
3.3,-6.3393172518
3.4,-3.9132648023
3.5,-2.8507634375
3.6,-2.2597826047
3.7,-1.8873759693
3.8,-1.6343664352
3.9,-1.4539825588
4.0,-1.3213487088
4.1,-1.2220798877
4.2,-1.1473471747
4.3,-1.0915053266
4.4,-1.0508594164
4.5,-1.0229863836
4.6,-1.0063490525
4.7,-1.0000767483
4.8,-1.0038501581
4.9,-1.0178607977
5.0,-1.0428352127
5.1,-1.0801297702
5.2,-1.1319200069
5.3,-1.2015368490
5.4,-1.2940553248
5.5,-1.4173534293
5.6,-1.5841166632
5.7,-1.8159183829
5.8,-2.1523790553
5.9,-2.6746788290
6.0,-3.5788995472
6.1,-5.4896039327
6.2,-12.0352291183
6.3,59.4745996029
6.4,8.5800671129
6.5,4.6485684981
6.6,3.2098466437
6.7,2.4700511205
6.8,2.0238271194
6.9,1.7287884782
7.0,1.5221010626
7.1,1.3718003715
7.2,1.2599729000
7.3,1.1758665793
7.4,1.1127083473
7.5,1.0660981074
7.6,1.0331435851
7.7,1.0119734330
7.8,1.0014587795
7.9,1.0010597801
8.0,1.0107562184
8.1,1.0310449588
8.2,1.0630036336
8.3,1.1084362896
8.4,1.1701395713
8.5,1.2523683654
8.6,1.3616611542
8.7,1.5083656294
8.8,1.7096437105
8.9,1.9959248942
9.0,2.4264866438
9.1,3.1338299341
9.2,4.4865197424
9.3,8.0350699628
9.4,40.3625762149
9.5,-13.3065214909
9.6,-5.7363532621
9.7,-3.6797089161
9.8,-2.7286683471
9.9,-2.1856208738
10.0,-1.8381639609
